OBJECTID,GEOID,NAME,Total_Population,White_Total,Black_Total,AmerInd_AlaskaNat_Total,Asian_Total,NatHawaii_OthPI_Total,Some_Other_Race_Total,Two_or_More_Races_Total,WhiteNH_Total,POC_Total,Total_Under_18,White_Under_18,Black_Under_18,AmerInd_AlaskaNat_Under_18,Asian_Under_18,NatHawaii_OthPI_Under_18,Some_Other_Race_Under_18,Two_or_More_Races_Under_18,WhiteNH_Under_18,POC_Under_18,Total_65_and_Over,White_65_and_Over,Black_65_and_Over,AmerInd_AlaskaNat_65_and_Over,Asian_65_and_Over,NatHawaii_OthPI_65_and_Over,Some_Other_Race_65_and_Over,Two_or_More_Races_65_and_Over,WhiteNH_65_and_Over,POC_65_and_Over,Total_18_to_64,White_18_to_64,Black_18_to_64,AmerInd_AlaskaNat_18_to_64,Asian_18_to_64,NatHawaii_OthPI_18_to_64,Some_Other_Race_18_to_64,Two_or_More_Races_18_to_64,WhiteNH_18_to_64,POC_18_to_64,ACS_VINTAGE,TRACT_LABEL,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES
1985,53033021903,"Census Tract 219.03, King County, Washington",6226,4235,223,26,909,0,149,684,3949,2277,1348,779,108,0,106,0,0,355,667,681,1144,899,0,26,201,0,0,18,899,245,3734,2557,115,0,602,0,149,311,2383,1351,5Y22,219.03,King County Balance,,,,
1986,53033021904,"Census Tract 219.04, King County, Washington",5866,3108,62,6,2128,0,241,321,2990,2876,1465,607,2,0,587,0,106,163,525,940,600,385,8,0,199,0,0,8,385,215,3801,2116,52,6,1342,0,135,150,2080,1721,5Y22,219.04,King County Balance,,,,
1987,53033021905,"Census Tract 219.05, King County, Washington",5653,3406,0,71,1103,15,242,816,3314,2339,1134,505,0,0,284,0,21,324,478,656,959,907,0,24,28,0,0,0,871,88,3560,1994,0,47,791,15,221,492,1965,1595,5Y22,219.05,King County Balance,,,,
1988,53033021906,"Census Tract 219.06, King County, Washington",4899,2903,36,33,1346,0,265,316,2619,2280,1154,557,18,0,265,0,164,150,507,647,551,413,0,32,105,0,0,1,413,138,3194,1933,18,1,976,0,101,165,1699,1495,5Y22,219.06,King County Balance,,,,
1989,53033022001,"Census Tract 220.01, King County, Washington",5278,3763,18,0,579,0,380,538,3744,1534,830,512,0,0,51,0,48,219,512,318,1255,1067,0,0,93,0,0,95,1067,188,3193,2184,18,0,435,0,332,224,2165,1028,5Y22,220.01,King County Balance,,,,
1990,53033022003,"Census Tract 220.03, King County, Washington",5411,3878,148,83,536,0,239,527,3689,1722,1046,630,12,0,85,0,48,271,549,497,537,478,6,13,34,0,0,6,460,77,3828,2770,130,70,417,0,191,250,2680,1148,5Y22,220.03,King County Balance,,,,
1991,53033022005,"Census Tract 220.05, King County, Washington",4605,2498,59,170,1230,0,131,517,2444,2161,807,323,0,0,239,0,96,149,323,484,792,606,0,0,138,0,1,47,589,203,3006,1569,59,170,853,0,34,321,1532,1474,5Y22,220.05,King County Balance,,,,
1992,53033022006,"Census Tract 220.06, King County, Washington",4057,2913,16,1,863,0,17,247,2900,1157,410,325,0,0,32,0,0,53,325,85,671,541,0,0,98,0,0,32,535,136,2976,2047,16,1,733,0,17,162,2040,936,5Y22,220.06,King County Balance,,,,
1993,53033022101,"Census Tract 221.01, King County, Washington",5178,4210,58,21,430,0,81,378,3981,1197,1083,837,6,0,62,0,32,146,732,351,912,826,0,0,86,0,0,0,826,86,3183,2547,52,21,282,0,49,232,2423,760,5Y22,221.01,King County Balance,,,,
1994,53033022102,"Census Tract 221.02, King County, Washington",6660,4399,41,0,1344,0,72,804,4348,2312,1828,1110,19,0,383,0,6,310,1067,761,517,407,0,0,72,0,0,38,407,110,4315,2882,22,0,889,0,66,456,2874,1441,5Y22,221.02,King County Balance,,,,
1995,53033022201,"Census Tract 222.01, King County, Washington",4814,3898,2,0,512,0,39,363,3835,979,816,618,0,0,72,0,11,115,618,198,646,596,0,0,22,0,0,28,586,60,3352,2684,2,0,418,0,28,220,2631,721,5Y22,222.01,King County Balance,,,,
1996,53033022203,"Census Tract 222.03, King County, Washington",5216,3810,38,0,1039,0,0,329,3714,1502,1160,847,20,0,96,0,0,197,829,331,877,732,9,0,115,0,0,21,732,145,3179,2231,9,0,828,0,0,111,2153,1026,5Y22,222.03,King County Balance,,,,
1997,53033022204,"Census Tract 222.04, King County, Washington",3574,2736,60,0,338,37,103,300,2646,928,877,618,47,0,84,0,23,105,560,317,591,528,13,0,24,26,0,0,513,78,2106,1590,0,0,230,11,80,195,1573,533,5Y22,222.04,King County Balance,,,,
1998,53033022205,"Census Tract 222.05, King County, Washington",4130,2990,62,0,569,0,97,412,2856,1274,662,479,16,0,13,0,0,154,453,209,481,384,0,0,97,0,0,0,384,97,2987,2127,46,0,459,0,97,258,2019,968,5Y22,222.05,King County Balance,,,,
1999,53033022300,"Census Tract 223, King County, Washington",2590,2051,34,0,289,0,0,216,2032,558,499,306,0,0,54,0,0,139,306,193,624,565,0,0,33,0,0,26,556,68,1467,1180,34,0,202,0,0,51,1170,297,5Y22,223,King County Balance,,,,
2000,53033022401,"Census Tract 224.01, King County, Washington",3661,2596,15,0,232,0,417,401,2596,1065,837,512,0,0,20,0,176,129,512,325,464,358,0,0,87,0,0,19,358,106,2360,1726,15,0,125,0,241,253,1726,634,5Y22,224.01,King County Balance,,,,
2001,53033022402,"Census Tract 224.02, King County, Washington",5868,4769,15,24,570,0,223,267,4691,1177,1114,825,0,17,151,0,88,33,825,289,895,798,0,0,0,0,51,46,780,115,3859,3146,15,7,419,0,84,188,3086,773,5Y22,224.02,King County Balance,,,,
2002,53033022501,"Census Tract 225.01, King County, Washington",4627,3299,252,65,487,0,107,417,3138,1489,1260,740,107,0,93,0,35,285,710,550,480,395,0,34,51,0,0,0,395,85,2887,2164,145,31,343,0,72,132,2033,854,5Y22,225.01,King County Balance,,,,
2003,53033022502,"Census Tract 225.02, King County, Washington",4023,2928,0,0,831,0,43,221,2860,1163,365,293,0,0,46,0,0,26,268,97,735,552,0,0,86,0,0,97,552,183,2923,2083,0,0,699,0,43,98,2040,883,5Y22,225.02,King County Balance,,,,
2004,53033022603,"Census Tract 226.03, King County, Washington",6083,3684,95,0,1767,0,91,446,3582,2501,1213,583,0,0,402,0,39,189,514,699,673,484,0,0,137,0,52,0,484,189,4197,2617,95,0,1228,0,0,257,2584,1613,5Y22,226.03,King County Balance,,,,
2005,53033022604,"Census Tract 226.04, King County, Washington",4872,3294,102,0,1177,0,83,216,3137,1735,1088,622,0,0,326,0,39,101,590,498,679,463,63,0,147,0,0,6,454,225,3105,2209,39,0,704,0,44,109,2093,1012,5Y22,226.04,King County Balance,,,,
2006,53033022605,"Census Tract 226.05, King County, Washington",7264,4174,111,4,1539,0,664,772,3662,3602,1472,801,10,0,263,0,276,122,551,921,759,468,0,0,267,0,0,24,468,291,5033,2905,101,4,1009,0,388,626,2643,2390,5Y22,226.05,King County Balance,,,,
2007,53033022606,"Census Tract 226.06, King County, Washington",6468,4015,80,19,2063,0,0,291,3751,2717,1380,820,19,0,477,0,0,64,709,671,916,640,0,0,181,0,0,95,640,276,4172,2555,61,19,1405,0,0,132,2402,1770,5Y22,226.06,King County Balance,,,,
2008,53033022701,"Census Tract 227.01, King County, Washington",3020,2340,66,34,523,0,13,44,2312,708,381,292,10,15,43,0,0,21,282,99,505,469,8,0,25,0,0,3,469,36,2134,1579,48,19,455,0,13,20,1561,573,5Y22,227.01,King County Balance,,,,
2009,53033022702,"Census Tract 227.02, King County, Washington",4035,2899,41,31,670,2,14,378,2860,1175,664,426,0,0,96,0,0,142,426,238,493,423,0,0,53,0,5,12,423,70,2878,2050,41,31,521,2,9,224,2011,867,5Y22,227.02,King County Balance,,,,
2010,53033022703,"Census Tract 227.03, King County, Washington",3040,1900,37,5,648,0,159,291,1799,1241,910,492,0,0,201,0,5,212,430,480,457,288,2,5,29,0,133,0,288,169,1673,1120,35,0,418,0,21,79,1081,592,5Y22,227.03,King County Balance,,,,
2011,53033022802,"Census Tract 228.02, King County, Washington",6234,3710,42,14,1890,0,239,339,3643,2591,1323,678,0,0,534,0,19,92,654,669,853,599,10,14,208,0,0,22,599,254,4058,2433,32,0,1148,0,220,225,2390,1668,5Y22,228.02,King County Balance,,,,
2012,53033022803,"Census Tract 228.03, King County, Washington",7442,2773,281,0,3852,21,384,131,2418,5024,1456,431,71,0,748,0,156,50,247,1209,574,339,14,0,179,0,42,0,339,235,5412,2003,196,0,2925,21,186,81,1832,3580,5Y22,228.03,King County Balance,,,,
2013,53033022804,"Census Tract 228.04, King County, Washington",5039,1770,117,0,2504,162,43,443,1563,3476,764,199,0,0,411,86,15,53,187,577,349,181,0,0,167,0,1,0,181,168,3926,1390,117,0,1926,76,27,390,1195,2731,5Y22,228.04,King County Balance,,,,
2014,53033022805,"Census Tract 228.05, King County, Washington",3409,1592,32,0,1680,0,11,94,1518,1891,551,177,0,0,374,0,0,0,167,384,454,356,0,0,98,0,0,0,356,98,2404,1059,32,0,1208,0,11,94,995,1409,5Y22,228.05,King County Balance,,,,
2015,53033022901,"Census Tract 229.01, King County, Washington",3176,2004,19,0,850,10,20,273,1924,1252,588,350,0,0,104,0,0,134,328,260,889,581,0,0,275,10,0,23,570,319,1699,1073,19,0,471,0,20,116,1026,673,5Y22,229.01,King County Balance,,,,
2016,53033022902,"Census Tract 229.02, King County, Washington",6721,4308,135,0,1859,0,14,405,4298,2423,1666,949,0,0,551,0,0,166,949,717,955,791,0,0,164,0,0,0,791,164,4100,2568,135,0,1144,0,14,239,2558,1542,5Y22,229.02,King County Balance,,,,
2017,53033023000,"Census Tract 230, King County, Washington",7249,3849,93,0,2204,0,222,881,3665,3584,1522,907,0,0,367,0,16,232,885,637,812,511,0,0,269,0,0,32,494,318,4915,2431,93,0,1568,0,206,617,2286,2629,5Y22,230,King County Balance,,,,
2018,53033023100,"Census Tract 231, King County, Washington",4436,2890,70,0,1152,0,27,297,2655,1781,935,441,0,0,372,0,0,122,328,607,836,651,21,0,131,0,0,33,651,185,2665,1798,49,0,649,0,27,142,1676,989,5Y22,231,King County Balance,,,,
2019,53033023201,"Census Tract 232.01, King County, Washington",6046,1963,60,0,3712,0,0,311,1851,4195,1318,447,30,0,834,0,0,7,369,949,531,331,0,0,147,0,0,53,331,200,4197,1185,30,0,2731,0,0,251,1151,3046,5Y22,232.01,King County Balance,,,,
2020,53033023202,"Census Tract 232.02, King County, Washington",5122,2511,176,52,1501,0,734,148,2119,3003,862,379,27,0,291,0,135,30,130,732,1215,875,36,0,249,0,0,55,872,343,3045,1257,113,52,961,0,599,63,1117,1928,5Y22,232.02,King County Balance,,,,
2021,53033023300,"Census Tract 233, King County, Washington",7759,4468,949,16,1415,0,257,654,4023,3736,1674,881,286,0,213,0,81,213,724,950,1339,1112,0,0,149,0,0,78,1092,247,4746,2475,663,16,1053,0,176,363,2207,2539,5Y22,233,King County Balance,,,,
2022,53033023401,"Census Tract 234.01, King County, Washington",4320,1717,198,39,1832,0,145,389,1630,2690,813,227,53,27,383,0,55,68,227,586,694,383,41,0,204,0,0,66,370,324,2813,1107,104,12,1245,0,90,255,1033,1780,5Y22,234.01,King County Balance,,,,
2023,53033023403,"Census Tract 234.03, King County, Washington",4122,2544,84,22,1125,8,66,273,2432,1690,895,333,0,1,335,0,30,196,333,562,698,536,13,0,134,0,0,15,536,162,2529,1675,71,21,656,8,36,62,1563,966,5Y22,234.03,King County Balance,,,,
2024,53033023404,"Census Tract 234.04, King County, Washington",3667,2867,12,0,466,0,102,220,2853,814,968,721,0,0,93,0,53,101,721,247,394,305,0,0,89,0,0,0,297,97,2305,1841,12,0,284,0,49,119,1835,470,5Y22,234.04,King County Balance,,,,
2025,53033023500,"Census Tract 235, King County, Washington",4045,2560,71,3,1144,40,30,197,2500,1545,894,476,0,0,287,24,8,99,441,453,452,283,17,0,139,0,0,13,283,169,2699,1801,54,3,718,16,22,85,1776,923,5Y22,235,King County Balance,,,,
2026,53033023601,"Census Tract 236.01, King County, Washington",4604,2257,55,0,1961,0,130,201,2214,2390,779,366,0,0,266,0,36,111,357,422,622,458,26,0,120,0,0,18,450,172,3203,1433,29,0,1575,0,94,72,1407,1796,5Y22,236.01,King County Balance,,,,
2027,53033023603,"Census Tract 236.03, King County, Washington",6564,1629,110,0,3282,0,163,1380,1476,5088,1649,289,59,0,726,0,17,558,200,1449,540,413,16,0,111,0,0,0,407,133,4375,927,35,0,2445,0,146,822,869,3506,5Y22,236.03,King County Balance,,,,
2028,53033023604,"Census Tract 236.04, King County, Washington",6238,2642,254,16,2376,0,399,551,2600,3638,1366,371,78,0,687,0,76,154,371,995,924,685,0,0,191,0,0,48,685,239,3948,1586,176,16,1498,0,323,349,1544,2404,5Y22,236.04,King County Balance,,,,
2029,53033023701,"Census Tract 237.01, King County, Washington",4476,2481,47,19,1467,47,184,231,2470,2006,1004,481,0,0,372,0,10,141,481,523,821,577,8,0,218,0,9,9,577,244,2651,1423,39,19,877,47,165,81,1412,1239,5Y22,237.01,King County Balance,,,,
2030,53033023702,"Census Tract 237.02, King County, Washington",1022,253,19,0,750,0,0,0,238,784,154,14,3,0,137,0,0,0,14,140,65,65,0,0,0,0,0,0,65,0,803,174,16,0,613,0,0,0,159,644,5Y22,237.02,King County Balance,,,,
2031,53033023801,"Census Tract 238.01, King County, Washington",3293,1456,56,0,1443,7,26,305,1033,2260,509,193,0,0,233,0,0,83,105,404,314,220,0,0,87,7,0,0,190,124,2470,1043,56,0,1123,0,26,222,738,1732,5Y22,238.01,King County Balance,,,,
2032,53033023805,"Census Tract 238.05, King County, Washington",3425,1380,31,0,1538,28,28,420,1309,2116,426,71,0,0,279,0,0,76,71,355,513,320,0,0,44,0,0,149,303,210,2486,989,31,0,1215,28,28,195,935,1551,5Y22,238.05,King County Balance,,,,
2033,53033023806,"Census Tract 238.06, King County, Washington",3634,1771,94,0,1533,0,184,52,1678,1956,186,54,0,0,90,0,0,42,32,154,754,745,0,0,9,0,0,0,745,9,2694,972,94,0,1434,0,184,10,901,1793,5Y22,238.06,King County Balance,,,,
2034,53033023807,"Census Tract 238.07, King County, Washington",6027,2624,282,0,2707,0,20,394,2476,3551,382,63,1,0,140,0,0,178,44,338,779,542,0,0,232,0,0,5,542,237,4866,2019,281,0,2335,0,20,211,1890,2976,5Y22,238.07,King County Balance,,,,
2035,53033023808,"Census Tract 238.08, King County, Washington",2652,1004,106,68,1141,0,84,249,985,1667,142,18,0,44,35,0,0,45,18,124,199,70,0,0,119,0,0,10,70,129,2311,916,106,24,987,0,84,194,897,1414,5Y22,238.08,King County Balance,,,,
2036,53033023901,"Census Tract 239.01, King County, Washington",4554,2400,115,53,1095,0,215,676,2290,2264,1114,396,31,0,232,0,65,390,380,734,592,460,0,0,117,0,11,4,442,150,2848,1544,84,53,746,0,139,282,1468,1380,5Y22,239.01,King County Balance,,,,
2037,53033023902,"Census Tract 239.02, King County, Washington",2764,1862,0,0,764,21,0,117,1799,965,746,386,0,0,271,0,0,89,386,360,368,341,0,0,27,0,0,0,341,27,1650,1135,0,0,466,21,0,28,1072,578,5Y22,239.02,King County Balance,,,,
2038,53033024001,"Census Tract 240.01, King County, Washington",4365,2042,0,0,2145,0,68,110,1999,2366,947,237,0,0,607,0,41,62,237,710,694,536,0,0,158,0,0,0,536,158,2724,1269,0,0,1380,0,27,48,1226,1498,5Y22,240.01,King County Balance,,,,
2039,53033024002,"Census Tract 240.02, King County, Washington",4054,1988,67,0,1846,0,18,135,1945,2109,925,342,0,0,512,0,0,71,342,583,563,535,0,0,28,0,0,0,535,28,2566,1111,67,0,1306,0,18,64,1068,1498,5Y22,240.02,King County Balance,,,,
2040,53033024100,"Census Tract 241, King County, Washington",4711,2795,0,14,1439,9,14,440,2766,1945,1095,475,0,9,463,9,0,139,469,626,1033,766,0,0,109,0,8,150,747,286,2583,1554,0,5,867,0,6,151,1550,1033,5Y22,241,King County Balance,,,,
2041,53033024200,"Census Tract 242, King County, Washington",2923,1809,6,6,797,0,15,290,1796,1127,756,391,0,0,223,0,15,127,391,365,534,449,6,0,77,0,0,2,444,90,1633,969,0,6,497,0,0,161,961,672,5Y22,242,King County Balance,,,,
2042,53033024301,"Census Tract 243.01, King County, Washington",4706,3128,140,0,1025,0,114,299,3115,1591,719,352,77,0,44,0,12,234,352,367,1254,1069,0,0,185,0,0,0,1056,198,2733,1707,63,0,796,0,102,65,1707,1026,5Y22,243.01,King County Balance,,,,
2043,53033024302,"Census Tract 243.02, King County, Washington",4231,3129,20,0,712,0,39,331,3096,1135,1081,727,0,0,133,0,0,221,727,354,942,703,0,0,209,0,21,9,703,239,2208,1699,20,0,370,0,18,101,1666,542,5Y22,243.02,King County Balance,,,,
2044,53033024400,"Census Tract 244, King County, Washington",3171,1466,30,0,1360,0,56,259,1431,1740,676,197,9,0,370,0,36,64,185,491,599,415,2,0,102,0,0,80,415,184,1896,854,19,0,888,0,20,115,831,1065,5Y22,244,King County Balance,,,,
2045,53033024500,"Census Tract 245, King County, Washington",5057,3219,68,16,1023,0,62,669,3190,1867,1299,610,32,0,219,0,24,414,601,698,946,727,9,0,141,0,0,69,727,219,2812,1882,27,16,663,0,38,186,1862,950,5Y22,245,King County Balance,,,,
2046,53033024601,"Census Tract 246.01, King County, Washington",4750,3526,51,0,771,0,16,386,3491,1259,1228,766,11,0,221,0,8,222,743,485,849,739,22,0,77,0,0,11,738,111,2673,2021,18,0,473,0,8,153,2010,663,5Y22,246.01,King County Balance,,,,
2047,53033024602,"Census Tract 246.02, King County, Washington",3549,2414,31,8,767,0,9,320,2308,1241,879,526,16,0,140,0,9,188,493,386,615,470,0,0,145,0,0,0,459,156,2055,1418,15,8,482,0,0,132,1356,699,5Y22,246.02,King County Balance,,,,
2048,53033024701,"Census Tract 247.01, King County, Washington",3541,1535,139,0,1587,7,68,205,1380,2161,865,307,45,0,424,0,29,60,256,609,468,317,36,0,73,0,0,42,283,185,2208,911,58,0,1090,7,39,103,841,1367,5Y22,247.01,King County Balance,,,,
2049,53033024703,"Census Tract 247.03, King County, Washington",3917,2166,71,0,1520,0,0,160,2149,1768,817,335,12,0,376,0,0,94,335,482,542,361,5,0,175,0,0,1,361,181,2558,1470,54,0,969,0,0,65,1453,1105,5Y22,247.03,King County Balance,,,,
2050,53033024704,"Census Tract 247.04, King County, Washington",4379,2173,138,0,1050,0,79,939,2126,2253,1182,303,22,0,108,0,13,736,289,893,811,605,10,0,196,0,0,0,588,223,2386,1265,106,0,746,0,66,203,1249,1137,5Y22,247.04,King County Balance,,,,
2051,53033024800,"Census Tract 248, King County, Washington",6113,3009,142,22,2419,0,190,331,2743,3370,1288,395,24,0,717,0,0,152,231,1057,797,512,0,0,246,0,0,39,512,285,4028,2102,118,22,1456,0,190,140,2000,2028,5Y22,248,King County Balance,,,,
2052,53033024901,"Census Tract 249.01, King County, Washington",4584,1482,17,12,2908,0,8,157,1438,3146,993,169,0,0,778,0,8,38,147,846,709,341,15,0,343,0,0,10,341,368,2882,972,2,12,1787,0,0,109,950,1932,5Y22,249.01,King County Balance,,,,
2053,53033024902,"Census Tract 249.02, King County, Washington",4297,2174,92,9,1673,0,83,266,1908,2389,1085,436,49,0,421,0,40,139,261,824,617,456,11,0,137,0,0,13,456,161,2595,1282,32,9,1115,0,43,114,1191,1404,5Y22,249.02,King County Balance,,,,
2054,53033024904,"Census Tract 249.04, King County, Washington",2999,906,126,19,1889,0,0,59,887,2112,556,120,0,19,394,0,0,23,120,436,534,192,54,0,280,0,0,8,192,342,1909,594,72,0,1215,0,0,28,575,1334,5Y22,249.04,King County Balance,,,,
2055,53033024905,"Census Tract 249.05, King County, Washington",3372,1337,0,0,1643,0,99,293,1337,2035,640,216,0,0,294,0,36,94,216,424,576,267,0,0,293,0,0,16,267,309,2156,854,0,0,1056,0,63,183,854,1302,5Y22,249.05,King County Balance,,,,
2056,53033025001,"Census Tract 250.01, King County, Washington",5856,2537,146,0,2200,0,471,502,2262,3594,1414,492,0,0,583,0,27,312,369,1045,1020,392,87,0,350,0,176,15,392,628,3422,1653,59,0,1267,0,268,175,1501,1921,5Y22,250.01,King County Balance,,,,
2057,53033025005,"Census Tract 250.05, King County, Washington",6330,2827,175,0,2356,0,46,926,2605,3725,1206,331,0,0,436,0,0,439,274,932,675,466,0,0,209,0,0,0,466,209,4449,2030,175,0,1711,0,46,487,1865,2584,5Y22,250.05,King County Balance,,,,
2058,53033025006,"Census Tract 250.06, King County, Washington",6741,3764,44,0,2199,108,0,626,3494,3247,1265,510,22,0,406,31,0,296,435,830,1160,891,0,0,252,0,0,17,891,269,4316,2363,22,0,1541,77,0,313,2168,2148,5Y22,250.06,King County Balance,,,,
2059,53033025007,"Census Tract 250.07, King County, Washington",4663,2488,203,9,1639,0,100,224,2278,2385,851,357,118,0,267,0,0,109,357,494,599,453,0,0,146,0,0,0,438,161,3213,1678,85,9,1226,0,100,115,1483,1730,5Y22,250.07,King County Balance,,,,
2060,53033025008,"Census Tract 250.08, King County, Washington",2450,1566,0,0,816,0,0,68,1384,1066,505,299,0,0,185,0,0,21,159,346,440,361,0,0,79,0,0,0,361,79,1505,906,0,0,552,0,0,47,864,641,5Y22,250.08,King County Balance,,,,
2061,53033025101,"Census Tract 251.01, King County, Washington",6193,3234,227,12,1671,0,50,999,3028,3165,1416,677,0,0,344,0,0,395,647,769,657,548,0,0,101,0,0,8,548,109,4120,2009,227,12,1226,0,50,596,1833,2287,5Y22,251.01,King County Balance,,,,
2062,53033025103,"Census Tract 251.03, King County, Washington",4355,1676,137,0,1921,0,240,381,1329,3026,955,356,47,0,341,0,16,195,190,765,414,148,0,0,253,0,13,0,148,266,2986,1172,90,0,1327,0,211,186,991,1995,5Y22,251.03,King County Balance,,,,
2063,53033025104,"Census Tract 251.04, King County, Washington",4386,1493,77,9,1759,0,120,928,1464,2922,1331,316,0,0,517,0,21,477,306,1025,582,200,0,9,332,0,0,41,200,382,2473,977,77,0,910,0,99,410,958,1515,5Y22,251.04,King County Balance,,,,
2064,53033025201,"Census Tract 252.01, King County, Washington",4090,2344,80,6,1471,0,22,167,2022,2068,781,575,20,0,145,0,0,41,448,333,633,285,0,0,335,0,0,13,285,348,2676,1484,60,6,991,0,22,113,1289,1387,5Y22,252.01,King County Balance,,,,
2065,53033025202,"Census Tract 252.02, King County, Washington",5083,2413,122,13,919,0,623,993,1953,3130,1144,392,0,0,158,0,245,349,247,897,712,574,45,7,80,0,0,6,574,138,3227,1447,77,6,681,0,378,638,1132,2095,5Y22,252.02,King County Balance,,,,
2066,53033025302,"Census Tract 253.02, King County, Washington",5252,2832,751,71,728,36,401,433,2117,3135,737,483,45,0,56,0,144,9,150,587,1107,605,231,0,236,0,6,29,605,502,3408,1744,475,71,436,36,251,395,1362,2046,5Y22,253.02,King County Balance,,,,
2067,53033025303,"Census Tract 253.03, King County, Washington",2543,1339,424,60,347,0,1,372,1201,1342,227,39,111,0,6,0,0,71,39,188,122,114,4,0,4,0,0,0,114,8,2194,1186,309,60,337,0,1,301,1048,1146,5Y22,253.03,King County Balance,,,,
2068,53033025304,"Census Tract 253.04, King County, Washington",4132,2421,240,0,1157,0,32,282,2409,1723,677,309,127,0,187,0,0,54,309,368,553,465,7,0,53,0,0,28,465,88,2902,1647,106,0,917,0,32,200,1635,1267,5Y22,253.04,King County Balance,,,,
2069,53033025401,"Census Tract 254.01, King County, Washington",3498,1506,326,0,514,0,364,788,1147,2351,667,131,32,0,60,0,97,347,83,584,338,226,0,0,78,0,0,34,188,150,2493,1149,294,0,376,0,267,407,876,1617,5Y22,254.01,King County Balance,,,,
2070,53033025402,"Census Tract 254.02, King County, Washington",3701,1477,463,117,670,0,651,323,1444,2257,588,151,48,0,65,0,226,98,151,437,409,208,56,0,106,0,0,39,204,205,2704,1118,359,117,499,0,425,186,1089,1615,5Y22,254.02,King County Balance,,,,
2071,53033025500,"Census Tract 255, King County, Washington",5213,2973,338,0,1149,46,109,598,2056,3157,1248,624,104,0,194,12,20,294,336,912,700,464,0,0,218,18,0,0,456,244,3265,1885,234,0,737,16,89,304,1264,2001,5Y22,255,King County Balance,,,,
2072,53033025601,"Census Tract 256.01, King County, Washington",5265,2595,159,146,1453,215,233,464,2513,2752,1099,542,78,60,183,0,48,188,523,576,794,441,8,20,171,154,0,0,441,353,3372,1612,73,66,1099,61,185,276,1549,1823,5Y22,256.01,King County Balance,,,,
